PSU,CASEID,CASENO,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GADEV1,OBJCONT,CLASS2,GADEV2,NATWGT,PSUWGT
7,35B,35,B,2,1,1,1,F,2,1,B,61.06616,3.76
7,35B,35,B,2,2,2,1,F,3,3,B,61.06616,3.76
7,36C,36,C,2,1,1,4,F,2,3,L,248.97453,15.33
7,37D,37,D,2,1,1,1,L,43,0,0,255.95816,15.76
7,37D,37,D,2,2,1,1,F,42,0,0,255.95816,15.76
7,38E,38,E,2,1,1,5,F,2,2,L,293.9621,18.1
7,39F,39,F,2,1,1,13,F,2,1,L,363.7984,22.4
7,39F,39,F,2,2,2,1,F,68,0,0,363.7984,22.4
7,40G,40,G,2,1,1,15,F,71,0,0,1055.665,65
7,41D,41,D,2,1,1,24,R,2,9,L,56.8435,3.5
7,41D,41,D,2,2,2,9,L,3,1,R,56.8435,3.5
7,41D,41,D,2,3,1,24,F,3,1,L,56.8435,3.5
7,42E,42,E,2,1,1,2,F,54,0,0,293.9621,18.1
7,42E,42,E,2,2,1,2,F,56,0,0,293.9621,18.1
7,43F,43,F,2,1,1,5,F,71,0,0,363.7984,22.4
7,44C,44,C,2,1,1,4,F,2,1,F,37.3543,2.3
7,44C,44,C,2,2,2,1,B,3,2,F,37.3543,2.3
7,45E,45,E,2,1,1,1,R,57,0,0,293.9621,18.1
7,45E,45,E,2,2,1,1,T,31,0,N,293.9621,18.1
7,46G,46,G,2,1,1,4,R,88,0,0,1055.665,65
7,46G,46,G,2,2,1,4,L,88,0,0,1055.665,65
7,48E,48,E,2,1,1,12,R,2,3,F,293.9621,18.1
7,49H,49,H,2,1,1,1,L,2,3,R,1526.654,94
7,50D,50,D,2,1,1,11,F,2,1,F,56.8435,3.5
7,50D,50,D,2,2,1,11,R,31,0,N,56.8435,3.5
7,52E,52,E,2,1,1,5,R,2,3,F,293.9621,18.1
7,53A,53,A,2,1,1,14,L,2,14,F,16.241,1
7,53A,53,A,2,2,1,14,L,2,14,R,16.241,1
7,53A,53,A,2,3,1,14,B,56,0,0,16.241,1
7,54F,54,F,2,1,1,1,L,2,3,B,363.7984,22.4
7,54F,54,F,2,2,1,1,F,56,0,0,363.7984,22.4
7,55G,55,G,2,1,1,2,F,51,0,0,1055.665,65
7,56E,56,E,2,1,1,1,L,31,0,N,293.9621,18.1
7,56E,56,E,2,2,1,1,R,2,1,T,293.9621,18.1
7,56E,56,E,2,3,1,1,F,44,0,0,293.9621,18.1
7,57F,57,F,2,1,1,3,F,2,1,R,363.7984,22.4
7,58G,58,G,2,1,3,1,F,5,1,B,1055.665,65
7,58G,58,G,2,2,1,2,B,2,2,F,1055.665,65
7,58G,58,G,2,3,2,2,F,4,4,L,1055.665,65
7,59E,59,E,2,1,1,1,R,2,2,F,271.2247,16.7
7,60H,60,H,2,1,1,4,L,2,2,F,1526.654,94
7,61F,61,F,2,1,1,2,F,63,0,0,345.9333,21.3
7,61F,61,F,2,2,1,2,F,52,0,0,345.9333,21.3
7,62C,62,C,2,1,1,2,R,57,0,0,37.3543,2.3
7,62C,62,C,2,2,1,2,F,42,0,0,37.3543,2.3
7,63E,63,E,2,1,1,1,F,2,5,L,271.2247,16.7
7,64G,64,G,2,1,1,15,F,2,2,B,1055.665,65
7,64G,64,G,2,2,2,2,F,3,5,B,1055.665,65
7,65F,65,F,2,1,1,4,F,51,0,0,345.9333,21.3
7,66E,66,E,2,1,1,2,F,2,2,L,271.2247,16.7
7,67F,67,F,2,1,1,2,F,2,1,F,345.9333,21.3
7,68C,68,C,2,1,1,3,F,56,0,0,37.3543,2.3
7,68C,68,C,2,2,1,3,L,56,0,0,37.3543,2.3
7,68C,68,C,2,3,1,3,R,56,0,0,37.3543,2.3
7,69G,69,G,2,1,1,15,F,50,0,0,1055.665,65
7,69G,69,G,2,2,1,15,F,51,0,0,1055.665,65
7,70E,70,E,2,1,1,1,F,59,0,0,271.2247,16.7
7,70E,70,E,2,2,1,1,F,43,0,0,271.2247,16.7
7,71E,71,E,2,1,1,2,R,2,3,R,271.2247,16.7
7,71E,71,E,2,2,1,2,F,52,0,0,271.2247,16.7
7,72F,72,F,2,1,1,1,F,44,0,0,345.9333,21.3
7,73C,73,C,2,1,1,3,L,63,0,0,37.3543,2.3
7,73C,73,C,2,2,1,3,T,31,0,N,37.3543,2.3
7,74G,74,G,2,1,1,2,R,56,0,0,1055.665,65
7,75E,75,E,2,1,1,2,F,2,2,B,271.2247,16.7
7,75E,75,E,2,2,2,2,F,3,2,B,271.2247,16.7
7,75E,75,E,2,3,3,2,F,4,2,B,271.2247,16.7
7,76E,76,E,2,1,1,1,F,2,4,B,271.2247,16.7
7,77B,77,B,2,1,1,1,R,42,0,0,20.46366,1.26
7,77B,77,B,2,2,1,1,F,42,0,0,20.46366,1.26
7,77B,77,B,2,3,1,1,L,42,0,0,20.46366,1.26
7,78E,78,E,2,1,1,1,L,2,3,R,271.2247,16.7
7,78E,78,E,2,2,2,3,F,63,0,0,271.2247,16.7
7,78E,78,E,2,3,2,3,R,50,0,0,271.2247,16.7
7,78E,78,E,2,4,2,3,F,71,0,0,271.2247,16.7
7,79H,79,H,2,1,1,3,F,2,3,B,1526.654,94
7,80G,80,G,2,1,1,1,R,2,9,L,1055.665,65
7,80G,80,G,2,2,1,1,F,56,0,0,1055.665,65
7,80G,80,G,2,3,1,1,L,56,0,0,1055.665,65
7,80G,80,G,2,4,1,1,F,56,0,0,1055.665,65
7,81A,81,A,2,1,1,13,R,2,1,F,16.241,1
7,82E,82,E,2,1,1,22,R,2,2,L,271.2247,16.7
7,82E,82,E,2,2,2,2,R,63,0,0,271.2247,16.7
7,83F,83,F,2,1,1,22,F,2,13,F,345.9333,21.3
7,84C,84,C,2,1,1,2,L,2,1,F,37.3543,2.3
7,84C,84,C,2,2,1,2,L,2,1,R,37.3543,2.3
7,84C,84,C,2,3,1,2,B,2,1,L,37.3543,2.3
7,85C,85,C,2,1,1,2,F,45,0,0,37.3543,2.3
7,85C,85,C,2,2,1,2,F,42,0,0,37.3543,2.3
7,86E,86,E,2,1,1,2,F,68,0,0,271.2247,16.7
7,87G,87,G,2,1,1,1,R,2,2,F,1055.665,65
7,88D,88,D,2,1,1,3,F,52,0,0,56.68109,3.49
7,89F,89,F,2,1,1,5,L,2,15,R,345.9333,21.3
7,89F,89,F,2,2,2,15,R,42,0,0,345.9333,21.3
7,89F,89,F,2,3,2,15,F,42,0,0,345.9333,21.3
7,89F,89,F,2,4,1,5,L,43,0,0,345.9333,21.3
7,90D,90,D,2,1,1,4,L,56,0,0,56.68109,3.49
7,90D,90,D,2,2,1,4,F,56,0,0,56.68109,3.49
7,91E,91,E,2,1,1,13,L,2,2,F,271.2247,16.7
7,91E,91,E,2,2,2,2,F,56,0,0,271.2247,16.7
7,92H,92,H,2,1,1,3,L,54,0,0,1526.654,94
7,93C,93,C,2,1,1,4,F,2,3,R,37.3543,2.3
7,94D,94,D,2,1,1,4,F,54,0,0,56.68109,3.49
7,95E,95,E,2,1,1,1,F,56,0,0,271.2247,16.7
7,96F,96,F,2,1,1,1,F,71,0,0,345.9333,21.3
7,97E,97,E,2,1,1,3,F,2,2,F,271.2247,16.7
7,97E,97,E,2,2,2,2,F,51,0,0,271.2247,16.7
7,98G,98,G,2,1,1,2,L,56,0,0,1055.665,65
7,99F,99,F,2,1,1,3,F,2,1,L,345.9333,21.3
7,99F,99,F,2,2,2,1,R,3,3,F,345.9333,21.3
7,99F,99,F,2,3,1,3,R,2,1,L,345.9333,21.3
7,100G,100,G,2,1,1,2,F,71,0,0,1055.665,65
7,101E,101,E,2,1,1,1,F,2,15,F,271.2247,16.7
7,101E,101,E,2,2,1,1,R,2,15,L,271.2247,16.7
7,102C,102,C,2,1,1,1,F,88,0,0,37.3543,2.3
7,102C,102,C,2,2,1,1,F,52,0,0,37.3543,2.3
7,103G,103,G,2,1,1,2,R,2,2,F,1055.665,65
7,103G,103,G,2,2,1,2,R,2,2,R,1055.665,65
7,104H,104,H,2,1,1,3,F,2,18,L,1526.654,94
7,105C,105,C,2,1,1,1,R,56,0,0,37.3543,2.3
7,105C,105,C,2,2,1,1,T,31,0,N,37.3543,2.3
7,107E,107,E,2,1,1,1,F,2,1,R,271.2247,16.7
7,108E,108,E,2,1,1,3,F,2,15,F,271.2247,16.7
7,108E,108,E,2,2,1,3,R,2,15,L,271.2247,16.7
7,109E,109,E,2,1,1,12,F,2,4,F,271.2247,16.7
7,109E,109,E,2,2,2,4,B,3,15,F,271.2247,16.7
7,110F,110,F,2,1,1,1,F,58,0,0,345.9333,21.3
7,110F,110,F,2,2,1,1,T,31,0,N,345.9333,21.3
7,111A,111,A,2,1,1,22,R,2,1,F,16.241,1
7,111A,111,A,2,2,1,22,N,32,0,N,16.241,1
7,111A,111,A,2,3,2,1,N,32,0,N,16.241,1
7,111A,111,A,2,4,3,4,B,78,0,0,16.241,1
7,112D,112,D,2,1,1,1,L,2,1,F,85.021635,5.235
7,113E,113,E,2,1,1,1,F,64,0,0,406.83705,25.05
7,113E,113,E,2,2,1,1,L,31,0,N,406.83705,25.05
7,114F,114,F,2,1,1,5,F,2,3,F,518.89995,31.95
7,114F,114,F,2,2,2,3,F,44,0,0,518.89995,31.95
7,114F,114,F,2,3,2,3,R,44,0,0,518.89995,31.95
7,115G,115,G,2,1,1,1,F,71,0,0,1583.4975,97.5
7,116F,116,F,2,1,1,3,F,2,2,B,345.9333,21.3
7,117C,117,C,2,1,1,11,R,44,0,0,37.3543,2.3
7,117C,117,C,2,2,1,11,T,31,0,N,37.3543,2.3
7,118E,118,E,2,1,1,3,R,2,2,F,271.2247,16.7
7,118E,118,E,2,2,1,3,L,56,0,0,271.2247,16.7
7,119G,119,G,2,1,1,1,B,44,0,0,1055.665,65
7,119G,119,G,2,2,1,1,L,2,5,F,1055.665,65
7,119G,119,G,2,3,1,1,R,44,0,0,1055.665,65
7,120F,120,F,2,1,1,5,F,3,3,B,345.9333,21.3
7,120F,120,F,2,2,1,5,B,2,3,F,345.9333,21.3
7,121E,121,E,2,1,1,2,F,2,5,R,271.2247,16.7
7,121E,121,E,2,2,2,5,F,3,5,L,271.2247,16.7
7,122E,122,E,2,1,1,1,F,2,3,R,271.2247,16.7
7,122E,122,E,2,2,2,3,F,71,0,0,271.2247,16.7
7,123H,123,H,2,1,1,2,L,2,22,F,1526.654,94
7,124C,124,C,2,1,1,2,F,71,0,0,37.3543,2.3
7,125C,125,C,2,1,1,1,F,2,18,B,37.3543,2.3
7,126E,126,E,2,1,1,1,R,2,14,F,406.83705,25.05
7,127G,127,G,2,1,1,4,F,68,0,0,1583.4975,97.5
7,127G,127,G,2,2,1,4,F,42,0,0,1583.4975,97.5
7,128C,128,C,2,1,1,22,F,2,2,B,37.3543,2.3
7,128C,128,C,2,2,2,2,B,68,0,0,37.3543,2.3
7,128C,128,C,2,3,1,22,F,3,15,B,37.3543,2.3
7,128C,128,C,2,4,3,15,F,5,24,B,37.3543,2.3
7,128C,128,C,2,5,1,22,L,4,4,R,37.3543,2.3
7,128C,128,C,2,6,1,22,R,5,24,L,37.3543,2.3
7,128C,128,C,2,7,1,22,F,5,24,L,37.3543,2.3
7,128C,128,C,2,8,1,22,N,32,0,N,37.3543,2.3
7,129F,129,F,2,1,1,4,F,2,15,L,345.9333,21.3
7,130C,130,C,2,1,1,1,F,56,0,0,37.3543,2.3
7,130C,130,C,2,2,1,1,U,56,0,0,37.3543,2.3
7,130C,130,C,2,3,1,1,T,31,0,N,37.3543,2.3
7,131D,131,D,2,1,1,24,B,2,3,F,56.68109,3.49
7,132E,132,E,2,1,1,3,R,56,0,0,271.2247,16.7
7,132E,132,E,2,2,1,3,9,44,0,0,271.2247,16.7
7,133G,133,G,2,1,1,2,L,2,1,F,1055.665,65
7,134E,134,E,2,1,1,1,F,2,4,L,271.2247,16.7
7,134E,134,E,2,2,1,1,R,2,4,L,271.2247,16.7
7,135H,135,H,2,1,1,4,F,2,1,B,1526.654,94
7,136D,136,D,2,1,1,18,F,2,1,F,56.68109,3.49
7,136D,136,D,2,2,1,18,R,54,0,0,56.68109,3.49
7,137E,137,E,2,1,1,2,F,2,4,L,271.2247,16.7
7,138G,138,G,2,1,1,2,F,2,2,L,1055.665,65
7,139E,139,E,2,1,1,2,F,71,0,0,271.2247,16.7
7,140F,140,F,2,1,1,1,R,63,0,0,345.9333,21.3
7,140F,140,F,2,2,1,1,R,63,0,0,345.9333,21.3
7,140F,140,F,2,3,1,1,R,59,0,0,345.9333,21.3
7,141F,141,F,2,1,1,14,F,2,5,R,345.9333,21.3
7,142E,142,E,2,1,1,1,L,2,1,L,271.2247,16.7
7,143D,143,D,2,1,1,3,R,2,2,F,56.68109,3.49
7,144F,144,F,2,1,1,3,L,2,22,F,345.9333,21.3
7,145G,145,G,2,1,1,15,F,2,3,B,1055.665,65
7,145G,145,G,2,2,2,3,F,3,U,B,1055.665,65
7,146H,146,H,2,1,1,3,9,42,0,0,1526.654,94
7,146H,146,H,2,2,1,3,9,51,0,0,1526.654,94
7,146H,146,H,2,3,1,3,R,58,0,0,1526.654,94
7,146H,146,H,2,4,1,3,F,42,0,0,1526.654,94
7,147E,147,E,2,1,1,15,F,2,1,R,271.2247,16.7
7,148F,148,F,2,1,1,4,F,51,0,0,345.9333,21.3
7,149E,149,E,2,1,1,24,F,2,2,B,271.2247,16.7
7,150G,150,G,2,1,1,1,R,2,2,F,1055.665,65
7,151A,151,A,2,1,1,24,R,5,24,L,16.241,1
7,151A,151,A,2,2,1,24,F,2,14,B,16.241,1
7,151A,151,A,2,3,2,14,F,3,4,F,16.241,1
7,151A,151,A,2,4,3,4,R,4,2,L,16.241,1
7,151A,151,A,2,5,2,14,R,31,0,N,16.241,1
7,152F,152,F,2,1,1,1,F,2,2,L,345.9333,21.3
7,153E,153,E,2,1,1,2,F,2,2,F,271.2247,16.7
7,154H,154,H,2,1,1,3,L,2,22,F,1526.654,94
7,155G,155,G,2,1,1,1,R,54,0,0,1055.665,65
7,156C,156,C,2,1,1,4,B,3,4,F,37.3543,2.3
7,156C,156,C,2,2,1,4,F,2,2,F,37.3543,2.3
7,157D,157,D,2,1,1,3,F,2,15,F,56.68109,3.49
7,157D,157,D,2,2,2,15,F,3,15,F,56.68109,3.49
7,158E,158,E,2,1,1,15,R,56,0,0,271.2247,16.7
7,158E,158,E,2,2,1,15,L,2,12,F,271.2247,16.7
7,158E,158,E,2,3,2,12,B,3,3,F,271.2247,16.7
7,159B,159,B,2,1,1,1,L,56,0,0,20.46366,1.26
7,159B,159,B,2,2,1,1,U,61,0,0,20.46366,1.26
7,159B,159,B,2,3,1,1,F,2,24,L,20.46366,1.26
7,160C,160,C,2,1,1,3,F,71,0,0,37.3543,2.3
7,161F,161,F,2,1,1,13,F,62,0,0,345.9333,21.3
7,161F,161,F,2,2,1,13,F,52,0,0,345.9333,21.3
7,501C,501,C,2,1,1,5,F,2,2,F,0,0
8,1G,1,G,2,1,1,1,F,54,0,0,739.816,77
8,1G,1,G,2,2,1,1,B,54,0,0,739.816,77
8,1G,1,G,2,3,1,1,B,54,0,0,739.816,77
8,2D,2,D,2,1,1,1,L,2,1,F,43.62032,4.54
8,3G,3,G,2,1,1,1,F,76,0,0,739.816,77
8,4C,4,C,2,1,1,12,F,63,0,0,28.824,3
8,4C,4,C,2,2,1,12,F,63,0,0,28.824,3
8,4C,4,C,2,3,1,12,F,88,0,0,28.824,3
8,4C,4,C,2,4,1,12,F,88,0,0,28.824,3
8,4C,4,C,2,5,1,12,F,88,0,0,28.824,3
8,4C,4,C,2,6,1,12,F,52,0,0,28.824,3
8,5F,5,F,2,1,1,2,L,2,15,F,308.4168,32.1
8,6G,6,G,2,1,1,2,B,54,0,0,739.816,77
8,6G,6,G,2,2,1,2,F,54,0,0,739.816,77
8,7C,7,C,2,1,1,2,F,50,0,0,44.29288,4.61
8,7C,7,C,2,2,1,2,F,43,0,0,44.29288,4.61
8,7C,7,C,2,3,1,2,F,42,0,0,44.29288,4.61
8,8C,8,C,2,1,1,1,F,2,1,L,44.29288,4.61
8,8C,8,C,2,2,2,1,L,3,24,F,44.29288,4.61
8,8C,8,C,2,3,3,24,N,33,0,N,44.29288,4.61
8,9C,9,C,2,1,1,3,L,54,0,0,44.29288,4.61
8,9C,9,C,2,2,1,3,L,54,0,0,44.29288,4.61
8,9C,9,C,2,3,1,3,F,56,0,0,44.29288,4.61
8,9C,9,C,2,4,1,3,T,31,0,N,44.29288,4.61
8,10G,10,G,2,1,1,3,F,50,0,0,1258.648,131
8,10G,10,G,2,2,1,3,F,51,0,0,1258.648,131
8,11H,11,H,2,1,1,1,F,52,0,0,1844.736,192
8,12C,12,C,2,1,1,1,L,2,1,F,44.29288,4.61
8,13D,13,D,2,1,1,1,F,57,0,0,72.82864,7.58
8,13D,13,D,2,2,1,1,L,41,0,0,72.82864,7.58
8,13D,13,D,2,3,1,1,R,41,0,0,72.82864,7.58
8,13D,13,D,2,4,1,1,R,41,0,0,72.82864,7.58
8,13D,13,D,2,5,1,1,R,51,0,0,72.82864,7.58
8,14E,14,E,2,1,1,3,F,2,1,F,389.124,40.5
8,15F,15,F,2,1,1,4,F,2,22,F,515.9496,53.7
8,16C,16,C,2,1,1,2,F,2,3,F,44.29288,4.61
8,17D,17,D,2,1,1,4,F,2,15,F,72.82864,7.58
8,18F,18,F,2,1,1,2,F,2,3,R,515.9496,53.7
8,18F,18,F,2,2,2,3,L,3,15,F,515.9496,53.7
8,19G,19,G,2,1,1,1,U,68,0,0,1258.648,131
8,19G,19,G,2,2,1,1,U,57,0,0,1258.648,131
8,20H,20,H,2,1,1,2,L,54,0,0,1844.736,192
8,20H,20,H,2,2,1,2,R,54,0,0,1844.736,192
8,20H,20,H,2,3,1,2,R,54,0,0,1844.736,192
8,20H,20,H,2,4,1,2,R,54,0,0,1844.736,192
8,21E,21,E,2,1,1,1,U,60,0,0,389.124,40.5
8,21E,21,E,2,2,1,1,R,56,0,0,389.124,40.5
8,22E,22,E,2,1,1,1,R,2,2,F,389.124,40.5
8,22E,22,E,2,2,1,1,R,2,2,R,389.124,40.5
8,22E,22,E,2,3,1,1,F,64,0,0,389.124,40.5
8,23G,23,G,2,1,1,11,F,52,0,0,1258.648,131
8,24F,24,F,2,1,1,3,R,50,0,0,515.9496,53.7
8,24F,24,F,2,2,1,3,T,31,0,N,515.9496,53.7
8,25G,25,G,2,1,1,22,F,2,3,B,4054.576,422
8,25G,25,G,2,2,2,3,U,58,0,0,4054.576,422
8,25G,25,G,2,3,2,3,F,43,0,0,4054.576,422
8,26F,26,F,2,1,1,1,L,2,24,F,2692.1616,280.2
8,27H,27,H,2,1,1,5,L,2,2,F,8109.152,844
8,28D,28,D,2,1,1,3,F,2,3,F,124.904,13
8,29G,29,G,2,1,1,1,F,56,0,0,4054.576,422
8,29G,29,G,2,2,1,1,R,63,0,0,4054.576,422
8,29G,29,G,2,3,1,1,R,56,0,0,4054.576,422
8,29G,29,G,2,4,1,1,R,63,0,0,4054.576,422
8,30E,30,E,2,1,1,14,F,2,13,F,914.6816,95.2
8,31F,31,F,2,1,1,1,F,2,15,F,1346.0808,140.1
8,32C,32,C,2,1,1,2,F,44,0,0,99.73104,10.38
8,32C,32,C,2,2,1,2,T,31,0,N,99.73104,10.38
8,33B,33,B,2,1,1,1,F,43,0,0,36.31824,3.78
8,33B,33,B,2,2,1,1,L,42,0,0,36.31824,3.78
8,33B,33,B,2,3,1,1,F,42,0,0,36.31824,3.78
8,33B,33,B,2,4,1,1,F,42,0,0,36.31824,3.78
8,34C,34,C,2,1,1,2,F,42,0,0,99.73104,10.38
8,35C,35,C,2,1,1,2,F,50,0,0,45.54192,4.74
8,35C,35,C,2,2,1,2,F,58,0,0,45.54192,4.74
8,35C,35,C,2,3,1,2,T,31,0,N,45.54192,4.74
8,36E,36,E,2,1,1,3,L,2,2,F,339.1624,35.3
8,37G,37,G,2,1,1,3,L,2,12,F,1258.648,131
8,38H,38,H,2,1,1,1,F,2,5,B,1691.008,176
8,38H,38,H,2,2,2,5,F,3,2,B,1691.008,176
8,39C,39,C,2,1,1,5,F,2,2,F,45.54192,4.74
8,39C,39,C,2,2,1,5,F,3,15,F,45.54192,4.74
8,40E,40,E,2,1,1,15,R,2,2,F,339.1624,35.3
8,41F,41,F,2,1,1,1,F,44,0,0,448.6936,46.7
8,41F,41,F,2,2,1,1,T,31,0,N,448.6936,46.7
8,42D,42,D,2,1,1,1,U,56,0,0,72.82864,7.58
8,42D,42,D,2,2,1,1,T,31,0,N,72.82864,7.58
8,42D,42,D,2,3,1,1,9,68,0,0,72.82864,7.58
8,42D,42,D,2,4,1,1,L,42,0,0,72.82864,7.58
8,43F,43,F,2,1,1,13,R,2,3,F,448.6936,46.7
8,44A,44,A,2,1,1,1,F,52,0,0,11.43352,1.19
8,45G,45,G,2,1,1,3,F,88,0,0,1258.648,131
8,45G,45,G,2,2,1,3,U,61,0,0,1258.648,131
8,46E,46,E,2,1,1,4,L,2,2,F,339.1624,35.3
8,46E,46,E,2,2,1,4,L,2,2,F,339.1624,35.3
8,47G,47,G,2,1,1,2,L,2,15,F,1258.648,131
8,48D,48,D,2,1,1,1,R,51,0,0,72.82864,7.58
8,49E,49,E,2,1,1,3,F,2,2,L,339.1624,35.3
8,50G,50,G,2,1,1,15,F,2,2,L,1258.648,131
8,50G,50,G,2,2,1,15,L,52,0,0,1258.648,131
8,51H,51,H,2,1,1,1,F,43,0,0,1691.008,176
8,51H,51,H,2,2,1,1,F,41,0,0,1691.008,176
8,51H,51,H,2,3,1,1,F,42,0,0,1691.008,176
8,51H,51,H,2,4,1,1,L,42,0,0,1691.008,176
8,51H,51,H,2,5,1,1,9,43,0,0,1691.008,176
8,51H,51,H,2,6,1,1,9,41,0,0,1691.008,176
8,51H,51,H,2,7,1,1,9,41,0,0,1691.008,176
8,52F,52,F,2,1,1,3,R,2,15,F,448.6936,46.7
8,52F,52,F,2,2,1,3,U,60,0,0,448.6936,46.7
8,53G,53,G,2,1,1,2,F,2,2,B,1258.648,131
8,53G,53,G,2,2,2,2,F,3,1,B,1258.648,131
8,53G,53,G,2,3,3,1,F,4,1,B,1258.648,131
8,54C,54,C,2,1,1,15,9,41,0,0,45.54192,4.74
8,54C,54,C,2,2,1,15,T,31,0,N,45.54192,4.74
8,54C,54,C,2,3,1,15,9,42,0,0,45.54192,4.74
8,54C,54,C,2,4,1,15,9,42,0,0,45.54192,4.74
8,55A,55,A,2,1,1,2,U,56,0,0,9.608,1
8,55A,55,A,2,2,1,2,F,52,0,0,9.608,1
8,56E,56,E,2,1,1,2,F,43,0,0,339.1624,35.3
8,56E,56,E,2,2,1,2,F,42,0,0,339.1624,35.3
8,56E,56,E,2,3,1,2,F,42,0,0,339.1624,35.3
8,57H,57,H,2,1,1,5,F,63,0,0,1691.008,176
8,57H,57,H,2,2,1,5,F,63,0,0,1691.008,176
8,57H,57,H,2,3,1,5,F,63,0,0,1691.008,176
8,57H,57,H,2,4,1,5,F,57,0,0,1691.008,176
8,58F,58,F,2,1,1,2,F,89,0,0,448.6936,46.7
8,58F,58,F,2,2,1,2,L,54,0,0,448.6936,46.7
8,58F,58,F,2,3,1,2,L,54,0,0,448.6936,46.7
8,58F,58,F,2,4,1,2,F,56,0,0,448.6936,46.7
8,59B,59,B,2,1,1,4,F,50,0,0,23.34744,2.43
8,59B,59,B,2,2,1,4,F,50,0,0,23.34744,2.43
8,59B,59,B,2,3,1,4,F,58,0,0,23.34744,2.43
8,59B,59,B,2,4,1,4,T,31,0,N,23.34744,2.43
8,60E,60,E,2,1,1,1,F,52,0,0,339.1624,35.3
8,61E,61,E,2,1,1,2,L,50,0,0,339.1624,35.3
8,61E,61,E,2,2,1,2,F,43,0,0,339.1624,35.3
8,61E,61,E,2,3,1,2,F,51,0,0,339.1624,35.3
8,62F,62,F,2,1,1,4,U,68,0,0,448.6936,46.7
8,62F,62,F,2,2,1,4,U,56,0,0,448.6936,46.7
8,62F,62,F,2,3,1,4,F,44,0,0,448.6936,46.7
8,63G,63,G,2,1,1,2,F,2,3,B,1258.648,131
8,64A,64,A,2,1,1,1,R,2,5,F,9.608,1
8,64A,64,A,2,2,1,1,L,50,0,0,9.608,1
8,64A,64,A,2,3,1,1,L,45,0,0,9.608,1
8,65B,65,B,2,1,1,1,F,2,1,F,23.34744,2.43
8,66B,66,B,2,1,1,4,L,2,15,F,23.34744,2.43
8,66B,66,B,2,2,1,4,F,63,0,0,23.34744,2.43
8,66B,66,B,2,3,1,4,F,63,0,0,23.34744,2.43
8,66B,66,B,2,4,1,4,F,71,0,0,23.34744,2.43
8,67D,67,D,2,1,1,5,F,2,5,R,72.82864,7.58
8,67D,67,D,2,2,2,5,F,59,0,0,72.82864,7.58
8,67D,67,D,2,3,2,5,L,59,0,0,72.82864,7.58
8,67D,67,D,2,4,2,5,F,51,0,0,72.82864,7.58
8,67D,67,D,2,5,2,5,F,52,0,0,72.82864,7.58
8,67D,67,D,2,6,2,5,F,68,0,0,72.82864,7.58
8,68E,68,E,2,1,1,4,F,42,0,0,339.1624,35.3
8,69G,69,G,2,1,1,1,F,2,5,B,1258.648,131
8,70C,70,C,2,1,1,15,F,68,0,0,45.54192,4.74
8,70C,70,C,2,2,1,15,L,31,0,N,45.54192,4.74
8,71D,71,D,2,1,1,13,R,2,4,F,72.82864,7.58
8,71D,71,D,2,2,1,13,R,2,4,L,72.82864,7.58
8,72E,72,E,2,1,1,5,F,2,2,B,339.1624,35.3
8,72E,72,E,2,2,2,2,F,3,3,B,339.1624,35.3
8,73E,73,E,2,1,1,3,F,2,1,B,339.1624,35.3
8,74F,74,F,2,1,1,1,F,51,0,0,448.6936,46.7
8,75H,75,H,2,1,1,1,L,2,15,F,1691.008,176
8,76C,76,C,2,1,1,2,F,51,0,0,45.54192,4.74
8,76C,76,C,2,2,1,2,R,50,0,0,45.54192,4.74
8,78E,78,E,2,1,1,1,F,2,2,B,339.1624,35.3
8,79D,79,D,2,1,1,5,L,2,22,F,72.82864,7.58
8,80F,80,F,2,1,1,4,F,2,1,F,448.6936,46.7
8,81G,81,G,2,1,1,1,F,2,5,B,1258.648,131
8,82D,82,D,2,1,1,1,T,31,0,N,72.82864,7.58
8,83E,83,E,2,1,1,15,F,2,2,F,339.1624,35.3
8,84B,84,B,2,1,1,2,F,43,0,0,23.34744,2.43
8,84B,84,B,2,2,1,2,F,50,0,0,23.34744,2.43
8,84B,84,B,2,3,1,2,F,50,0,0,23.34744,2.43
8,84B,84,B,2,4,1,2,F,43,0,0,23.34744,2.43
8,84B,84,B,2,5,1,2,F,51,0,0,23.34744,2.43
8,84B,84,B,2,6,1,2,R,43,0,0,23.34744,2.43
8,85F,85,F,2,1,1,18,L,2,3,F,448.6936,46.7
8,86G,86,G,2,1,1,1,F,2,15,B,1258.648,131
8,87H,87,H,2,1,1,3,F,2,15,F,1691.008,176
8,88C,88,C,2,1,1,2,F,56,0,0,45.54192,4.74
8,88C,88,C,2,2,1,2,F,51,0,0,45.54192,4.74
8,89G,89,G,2,1,1,15,T,31,0,N,1258.648,131
8,89G,89,G,2,2,1,15,T,42,0,0,1258.648,131
8,90D,90,D,2,1,1,5,F,63,0,0,72.82864,7.58
8,90D,90,D,2,2,1,5,F,52,0,0,72.82864,7.58
8,91E,91,E,2,1,1,24,R,2,5,F,339.1624,35.3
8,92F,92,F,2,1,1,3,L,2,2,F,448.6936,46.7
8,93H,93,H,2,1,1,15,F,56,0,0,1691.008,176
8,93H,93,H,2,2,1,15,F,56,0,0,1691.008,176
8,94E,94,E,2,1,1,14,F,2,15,R,339.1624,35.3
8,94E,94,E,2,2,1,14,B,44,0,0,339.1624,35.3
