PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHNO,PASINTEG,OPENLF,OPENRF,OPENLR,OPENRR,OPENTG,FAILLF,FAILRF,FAILLR,FAILRR,FAILTG,GLIMPWS,GLIMPLF,GLIMPRF,GLIMPLR,GLIMPRR,GLIMPBL,GLIMPRUF,GLIMPOTH,GLOCCWS,GLOCCLF,GLOCCRF,GLOCCLR,GLOCCRR,GLOCCBL,GLOCCRUF,GLOCCOTH,GLTYPWS,GLTYPLF,GLTYPRF,GLTYPLR,GLTYPRR,GLTYPBL,GLTYPRUF,GLTYPOTH,GLPREWS,GLPRELF,GLPRERF,GLPRELR,GLPRERR,GLPREBL,GLPRERUF,GLPREOTH,INLOC1,INCOMP1,INMAG1,CDRIR1,INLOC2,INCOMP2,INMAG2,CDRIR2,INLOC3,INCOMP3,INMAG3,CDRIR3,INLOC4,INCOMP4,INMAG4,CDRIR4,INLOC5,INCOMP5,INMAG5,CDRIR5,INLOC6,INCOMP6,INMAG6,CDRIR6,INLOC7,INCOMP7,INMAG7,CDRIR7,INLOC8,INCOMP8,INMAG8,CDRIR8,INLOC9,INCOMP9,INMAG9,CDRIR9,INLOC10,INCOMP10,INMAG10,CDRIR10,COLUMTYP,RIMDEF,RDEFLOC,ODOMETER,PANELDAM,BOLSTDEF,GLOVOPEN,PSUSTRAT
5,194,126.88906437,194D,D,5,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,U,0,1,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,74,1,8,0,2
5,195,893.52656508,195F,F,5,2,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,156,1,8,0,2
5,197,689.77128934,197G,G,5,1,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,47,1,0,0,2
5,198,1035.7029739,198H,H,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,119,0,8,8,2
5,199,88.594375109,199F,F,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,83,0,8,0,2
5,200,132.69263946,200G,G,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,41,0,0,0,2
6,1,11.017343203,1J,J,5,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,0,0,1
6,1,11.017343203,1J,J,5,2,98,3,1,3,1,0,0,0,0,0,0,3,6,0,6,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,2,0,0,0,0,11,10,4,3,11,6,4,3,11,27,4,3,11,1,3,2,11,2,3,2,12,3,2,1,12,1,2,3,11,7,2,3,11,15,1,2,21,17,1,3,1,1,6,53,1,8,1,1
6,3,11.083409389,3K,K,5,2,6,3,1,1,1,0,0,0,0,0,0,2,6,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,10,2,3,11,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,37,0,0,0,1
6,5,290.79356583,5F,F,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,73,0,8,0,1
6,7,48.30275979,7E,E,5,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4,0,0,0,1
6,9,64.449049063,9F,F,5,1,98,3,3,0,0,1,0,0,0,0,0,U,6,6,6,6,6,8,8,U,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,1,2,2,2,2,1,0,0,21,24,3,2,22,24,3,2,11,6,3,3,23,24,2,2,11,15,2,1,11,12,2,1,11,13,1,1,23,8,1,3,13,16,1,3,23,25,1,3,1,0,0,135,1,8,0,1
6,11,156.71769521,11E,E,5,2,6,1,1,3,1,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,21,10,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,19,0,8,0,1
6,12,209.10412721,12F,F,5,1,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,8,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,14,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,97,1,8,0,1
6,15,20.795353879,15B,B,5,1,98,3,3,0,0,0,0,0,0,0,0,2,6,6,6,6,6,8,8,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,1,2,2,2,2,1,0,0,13,10,4,3,13,16,4,3,13,6,4,3,12,10,4,3,13,13,4,3,13,7,4,3,13,28,4,3,13,4,4,3,13,17,4,3,12,13,3,3,2,0,0,U,0,8,1,1
6,16,2533.1496635,16H,H,5,2,6,1,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,8,0,1
6,17,20.608424245,17K,K,5,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,4,1,1,12,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,8,82,1,8,1,1
6,18,10.73628853,18J,J,5,1,6,1,1,0,0,1,0,0,0,0,0,0,6,6,0,0,0,8,8,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,16,1,8,0,1
6,18,10.73628853,18J,J,5,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,56,1,8,0,1
6,19,11.77122513,19E,E,5,2,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,14,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,34,0,8,0,1
6,21,22.317598499,21G,G,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,U,0,0,0,1
6,21,22.317598499,21G,G,5,2,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,80,0,8,0,1
6,22,15.963905458,22J,J,5,2,98,U,U,0,0,2,0,0,0,0,2,U,U,0,6,6,6,8,8,U,0,0,0,0,0,0,0,1,2,0,3,3,2,0,0,1,2,0,1,1,1,0,0,23,24,4,1,21,20,4,2,22,20,3,2,23,19,3,2,23,20,2,2,21,19,2,2,,,,,,,,,,,,,,,,,1,0,0,10,0,8,U,1
6,23,40.303306868,23K,K,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,5,93,0,8,0,1
6,24,106.19881346,24E,E,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,45,0,8,8,1
6,25,141.69816732,25F,F,5,1,0,3,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,91,1,8,0,1
6,26,69.411613219,26E,E,5,2,6,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,U,0,8,0,1
6,27,69.411613219,27E,E,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,45,1,8,1,1
6,28,69.411613219,28E,E,5,2,0,U,U,0,0,0,0,0,0,0,0,0,0,0,U,0,U,8,8,0,0,0,0,0,0,0,0,0,0,0,U,0,U,0,0,0,0,0,U,0,U,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U,1
6,29,187.58146648,29H,H,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,36,0,8,0,1
6,30,19.134143108,30A,A,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,U,0,0,0,1
6,31,13.909321742,31B,B,5,1,98,1,2,1,2,0,0,5,0,5,0,4,0,6,0,6,6,8,6,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,2,1,0,2,0,2,1,0,1,13,32,4,2,23,32,4,2,13,6,4,2,23,6,4,2,13,15,4,2,23,15,4,2,12,15,4,2,11,15,4,2,23,17,4,3,13,5,3,2,1,2,6,U,1,8,1,1
6,32,11.129765073,32J,J,5,1,13,2,1,0,0,0,2,0,0,0,0,0,6,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,108,0,8,0,1
6,32,11.129765073,32J,J,5,2,6,1,1,0,0,1,0,0,0,0,0,2,0,0,6,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,46,1,8,1,1
6,38,15.169716891,38K,K,5,1,98,1,2,0,0,0,0,2,0,0,0,2,0,6,0,0,0,8,8,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,4,2,3,13,6,2,2,13,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,U,1,8,0,1
6,39,15.897415487,39K,K,5,1,U,3,U,3,1,0,0,0,0,0,0,U,U,U,0,0,0,8,0,U,0,0,0,0,0,0,0,1,2,U,0,0,0,0,0,1,U,U,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,93,1,8,1,1
6,41,258.60838455,41E,E,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,44,0,0,0,1
6,42,104.69664558,42E,E,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,8,0,1
6,42,104.69664558,42E,E,5,2,13,3,3,1,1,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,10,2,1,11,27,2,1,11,17,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,43,1,8,0,1
6,43,104.69664558,43E,E,5,2,98,1,3,3,3,2,0,0,0,0,2,0,0,6,0,6,0,8,6,0,1,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,2,2,0,2,0,0,1,23,7,2,3,13,10,2,3,23,10,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,34,0,8,0,1
6,45,282.93752879,45H,H,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,63,0,8,0,1
6,46,19.134143108,46A,A,5,1,98,U,2,2,2,0,0,2,3,2,0,3,6,0,6,0,6,8,6,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,2,1,2,0,2,0,1,0,1,21,10,4,3,11,7,4,3,11,10,4,3,12,14,4,1,13,14,4,1,22,10,4,3,11,28,4,3,11,13,4,3,12,12,4,3,13,7,3,1,2,0,0,22,1,0,0,1
6,47,20.052017131,47A,A,5,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,94,0,0,0,1
6,47,20.052017131,47A,A,5,2,6,1,3,1,3,0,0,0,0,0,0,2,0,6,0,6,0,8,6,2,0,0,0,0,0,0,0,1,0,2,0,2,0,0,2,1,0,2,0,2,0,0,1,11,19,5,2,23,20,2,2,13,26,2,3,13,19,2,2,12,14,1,2,13,14,1,2,11,17,1,3,13,4,1,2,,,,,,,,,1,0,0,1,1,8,0,1
6,48,11.027432574,48K,K,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,51,1,8,8,1
6,48,11.027432574,48K,K,5,2,98,2,1,3,1,1,2,0,0,0,0,3,6,0,6,0,0,8,6,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,1,2,0,2,0,0,0,1,21,8,4,3,11,1,3,3,11,2,3,2,21,13,3,1,11,6,3,2,11,7,3,3,21,25,3,3,11,12,2,1,11,19,2,3,11,10,2,3,1,0,0,72,1,8,1,1
6,50,13.934518495,50K,K,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,108,0,8,0,1
6,51,13.934518495,51K,K,5,1,6,1,1,1,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,96,0,8,8,1
6,52,22.110841962,52K,K,5,1,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,3,21,10,1,3,21,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,116,1,8,0,1
6,52,22.110841962,52K,K,5,2,6,3,1,3,1,0,0,0,0,0,0,2,6,0,0,0,0,8,6,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,2,0,0,0,0,0,1,13,4,2,2,13,17,2,2,11,19,2,2,11,17,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6,128,1,8,1,1
6,56,26.31325948,56B,B,5,1,12,1,3,3,3,0,0,0,0,0,0,2,0,6,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,17,3,1,13,19,3,2,13,24,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,55,1,8,0,1
6,56,26.31325948,56B,B,5,2,6,1,3,1,3,0,0,0,0,0,0,2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,17,3,1,13,4,2,2,13,14,2,2,12,14,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,78,1,8,0,1
6,57,26.31325948,57B,B,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,99,0,8,0,1
6,58,40.303306868,58K,K,5,2,6,3,1,1,1,0,0,0,0,0,0,2,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,1,3,2,11,2,3,2,11,6,3,2,11,17,3,1,11,14,3,2,11,10,3,3,11,27,3,3,12,14,2,2,11,15,1,2,,,,,1,0,0,105,1,8,1,1
6,59,33.230356397,59K,K,5,1,11,1,3,0,0,0,0,0,0,0,0,2,6,0,8,8,6,8,8,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,4,0,0,0,1,0,0,11,10,5,3,21,7,4,3,21,25,4,3,11,13,4,3,11,12,4,3,21,13,3,3,12,19,2,3,13,17,2,1,13,26,1,3,11,6,1,3,1,0,0,140,0,8,0,1
6,60,22.203319211,60J,J,5,1,0,1,3,0,0,1,0,0,0,0,0,2,0,6,0,0,0,8,8,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,13,5,4,2,13,4,3,2,13,17,3,3,13,14,3,2,13,27,3,3,12,14,3,2,13,6,2,2,12,3,2,2,13,15,1,2,,,,,1,0,0,7,1,0,1,1
6,62,12.797769322,62K,K,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,55,1,8,0,1
6,63,12.797769322,63K,K,5,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,61,0,8,1,1
6,63,12.797769322,63K,K,5,2,11,3,1,3,1,0,0,0,0,0,0,2,6,0,6,0,6,8,6,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,2,1,4,0,2,0,1,0,1,21,10,4,3,11,10,3,3,11,7,3,3,21,8,2,3,21,13,2,3,11,13,1,3,,,,,,,,,,,,,,,,,1,0,0,120,0,8,0,1
6,64,110.98856485,64E,E,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,109,0,8,0,1
6,64,110.98856485,64E,E,5,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,1,2,22,20,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,66,0,8,0,1
6,65,148.08900139,65F,F,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,80,0,8,0,1
6,66,13.838716048,66B,B,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,124,0,8,0,1
6,66,13.838716048,66B,B,5,2,6,1,3,1,3,3,0,0,0,0,0,2,6,6,6,6,0,8,6,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,1,U,U,U,U,0,0,U,13,10,4,3,13,17,4,3,13,7,4,3,23,10,4,3,13,4,4,2,13,6,4,3,13,32,4,3,12,10,3,3,13,13,2,3,23,13,2,3,1,5,5,43,1,8,0,1
6,68,792.75642541,68F,F,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U,1
6,69,13.117453988,69J,J,5,1,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,45,1,8,U,1
6,71,12.626760152,71K,K,5,2,98,U,U,3,U,0,0,0,0,0,0,2,6,U,6,U,6,8,6,2,0,0,0,0,0,0,0,1,2,U,2,U,2,0,2,1,U,U,U,U,U,0,1,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,8,U,1
6,73,127.54741967,73E,E,5,1,6,3,1,0,0,0,0,0,0,0,0,2,6,0,6,0,0,0,8,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,1,0,0,0,0,11,7,4,3,21,28,3,3,11,10,3,3,11,17,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0,0,1,1
6,74,170.18302771,74F,F,5,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,84,0,8,0,1
6,74,170.18302771,74F,F,5,3,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,2,2,22,19,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,72,0,8,0,1
6,75,10.691571683,75K,K,5,1,98,3,3,0,0,1,0,0,0,0,0,4,6,0,0,0,0,U,8,0,0,0,0,0,0,0,0,1,3,0,0,0,0,U,0,1,U,0,0,0,0,U,0,11,10,5,3,11,19,5,3,11,24,5,3,11,17,5,3,11,32,5,3,21,7,3,3,12,10,3,3,12,19,2,3,12,32,2,3,12,12,2,1,2,4,4,105,0,8,1,1
6,76,70.504477916,76D,D,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,70,0,8,0,1
6,76,70.504477916,76D,D,5,2,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,3,2,21,19,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,34,0,8,0,1
6,78,11.027432574,78K,K,5,2,98,1,1,1,3,2,0,0,0,0,2,0,0,0,0,6,6,8,6,2,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,1,0,0,0,U,1,0,1,98,28,2,3,23,8,2,3,23,10,2,3,23,20,1,3,23,24,1,3,,,,,,,,,,,,,,,,,,,,,2,0,0,26,0,8,0,1
6,79,10.971455759,79K,K,5,2,6,1,3,1,3,1,0,0,0,0,0,2,0,6,0,6,0,8,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,2,0,2,0,0,0,13,7,3,3,23,10,3,3,13,17,2,3,23,17,2,3,13,10,2,3,13,13,2,3,23,13,2,3,,,,,,,,,,,,,1,0,0,U,0,8,0,1
6,80,11.027432574,80K,K,5,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,78,0,8,0,1
6,80,11.027432574,80K,K,5,2,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,0,U,U,8,0,1
6,81,289.62155905,81F,F,5,2,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,49,0,8,0,1
